ResourceGroup;BackupVault;SubscriptionId;SubscriptionName;ActiveLocation;AllowedOperations;CurrentScenario;FailoverRecoveryPointId;FriendlyName;ID;LastSuccessfulFailoverTime;LastSuccessfulTestFailoverTime;Name;NicDetailsList;PolicyFriendlyName;PolicyID;PrimaryFabricFriendlyName;PrimaryProtectionContainerFriendlyName;ProtectableItemId;ProtectedItemType;ProtectionState;ProtectionStateDescription;ProviderSpecificDetails;RecoveryAzureStorageAccount;RecoveryAzureVMName;RecoveryAzureVMSize;RecoveryFabricFriendlyName;RecoveryFabricId;RecoveryProtectionContainerFriendlyName;RecoveryResourceGroupId;RecoveryServicesProviderId;ReplicationHealth;ReplicationHealthErrors;ReplicationProvider;SelectedRecoveryAzureNetworkId;TestFailoverState;TestFailoverStateDescription;Type
scn-migration;scn-backup-vault-1;6799890-800-4294-9de2-8eee4a638472;HUB Production;Primary;System.Collections.Generic.List`1[System.String];Microsoft.Azure.Management.RecoveryServices.SiteRecovery.Models.CurrentScenarioDetails;;SCN-E10-APP01-P;/Subscriptions/67d97890-89f4-4294-9de2-81f74a631242/resourceGroups/scn-migration/providers/Microsoft.RecoveryServices/vaults/scn-backup-vault-1/replicationFabrics/ff7f11d5bd9fcde3e9698cd19b9818e5161754ade182d8fb1b5f47c3c451c05c/replicationProtectionContainers/cloud_a8b45afd-c510-41e0-a7f3-a55d3bb231cb/replicationProtectedItems/f131c19b-88ee-11e8-9faa-000c29268070;;;f131c19b-88ee-11e8-9faa-000c29268070;System.Collections.Generic.List`1[Microsoft.Azure.Commands.RecoveryServices.SiteRecovery.ASRVMNicDetails];Default;/Subscriptions/67d97890-89f4-4294-9de2-81f74a631242/resourceGroups/scn-migration/providers/Microsoft.RecoveryServices/vaults/scn-backup-vault-1/replicationPolicies/Default;SCN-ASR01-P;SCN-ASR01-P;/Subscriptions/67d97890-89f4-4294-9de2-81f74a631242/resourceGroups/scn-migration/providers/Microsoft.RecoveryServices/vaults/scn-backup-vault-1/replicationFabrics/ff7f11d5bd9fcde3e9698cd19b9818e5161754ade182d8fb1b5f47c3c451c05c/replicationProtectionContainers/cloud_a8b45afd-c510-41e0-a7f3-a55d3bb231cb/replicationProtectableItems/f131c19b-88ee-11e8-9faa-000c29268070;;Protected;Protected;Microsoft.Azure.Commands.RecoveryServices.SiteRecovery.ASRInMageAzureV2SpecificRPIDetails;/subscriptions/67d97890-89f4-4294-9de2-81f74a631242/resourceGroups/scn-migration/providers/Microsoft.Storage/storageAccounts/amsscnmigration3;SCN-E10-APP01-P;Standard_A5;Microsoft Azure;Microsoft Azure;Microsoft Azure;/subscriptions/67d97890-89f4-4294-9de2-81f74a631242/resourceGroups/scn-migration;/Subscriptions/67d97890-89f4-4294-9de2-81f74a631242/resourceGroups/scn-migration/providers/Microsoft.RecoveryServices/vaults/scn-backup-vault-1/replicationFabrics/ff7f11d5bd9fcde3e9698cd19b9818e5161754ade182d8fb1b5f47c3c451c05c/replicationRecoveryServicesProviders/a8b45afd-c510-41e0-a7f3-a55d3bb231cb;Normal;System.Collections.Generic.List`1[Microsoft.Azure.Management.RecoveryServices.SiteRecovery.Models.ASRHealthError_2016_08_10];InMageAzureV2;/subscriptions/67d97890-89f4-4294-9de2-81f74a631242/resourceGroups/core-network/providers/Microsoft.Network/virtualNetworks/vnet-1;None;None;Microsoft.RecoveryServices/vaults/replicationFabrics/replicationProtectionContainers/replicationProtectedItems
scn-migration;scn-backup-vault-1;6799890-800-4294-9de2-8eee4a638472;HUB Production;Primary;System.Collections.Generic.List`1[System.String];Microsoft.Azure.Management.RecoveryServices.SiteRecovery.Models.CurrentScenarioDetails;;SCN-E10-DB01-P;/Subscriptions/67d97890-89f4-4294-9de2-81f74a631242/resourceGroups/scn-migration/providers/Microsoft.RecoveryServices/vaults/scn-backup-vault-1/replicationFabrics/ff7f11d5bd9fcde3e9698cd19b9818e5161754ade182d8fb1b5f47c3c451c05c/replicationProtectionContainers/cloud_a8b45afd-c510-41e0-a7f3-a55d3bb231cb/replicationProtectedItems/f135adaa-88ee-11e8-9faa-000c29268070;;;f135adaa-88ee-11e8-9faa-000c29268070;System.Collections.Generic.List`1[Microsoft.Azure.Commands.RecoveryServices.SiteRecovery.ASRVMNicDetails];Default;/Subscriptions/67d97890-89f4-4294-9de2-81f74a631242/resourceGroups/scn-migration/providers/Microsoft.RecoveryServices/vaults/scn-backup-vault-1/replicationPolicies/Default;SCN-ASR01-P;SCN-ASR01-P;/Subscriptions/67d97890-89f4-4294-9de2-81f74a631242/resourceGroups/scn-migration/providers/Microsoft.RecoveryServices/vaults/scn-backup-vault-1/replicationFabrics/ff7f11d5bd9fcde3e9698cd19b9818e5161754ade182d8fb1b5f47c3c451c05c/replicationProtectionContainers/cloud_a8b45afd-c510-41e0-a7f3-a55d3bb231cb/replicationProtectableItems/f135adaa-88ee-11e8-9faa-000c29268070;;Protected;Protected;Microsoft.Azure.Commands.RecoveryServices.SiteRecovery.ASRInMageAzureV2SpecificRPIDetails;/subscriptions/67d97890-89f4-4294-9de2-81f74a631242/resourceGroups/scn-migration/providers/Microsoft.Storage/storageAccounts/amsscnmigration3;SCN-E10-DB01-P;Standard_M16-4ms;Microsoft Azure;Microsoft Azure;Microsoft Azure;/subscriptions/67d97890-89f4-4294-9de2-81f74a631242/resourceGroups/scn-migration;/Subscriptions/67d97890-89f4-4294-9de2-81f74a631242/resourceGroups/scn-migration/providers/Microsoft.RecoveryServices/vaults/scn-backup-vault-1/replicationFabrics/ff7f11d5bd9fcde3e9698cd19b9818e5161754ade182d8fb1b5f47c3c451c05c/replicationRecoveryServicesProviders/a8b45afd-c510-41e0-a7f3-a55d3bb231cb;Warning;System.Collections.Generic.List`1[Microsoft.Azure.Management.RecoveryServices.SiteRecovery.Models.ASRHealthError_2016_08_10];InMageAzureV2;/subscriptions/67d97890-89f4-4294-9de2-81f74a631242/resourceGroups/core-network/providers/Microsoft.Network/virtualNetworks/vnet-1;None;None;Microsoft.RecoveryServices/vaults/replicationFabrics/replicationProtectionContainers/replicationProtectedItems
scn-migration;scn-backup-vault-1;6799890-800-4294-9de2-8eee4a638472;HUB Production;Recovery;System.Collections.Generic.List`1[System.String];Microsoft.Azure.Management.RecoveryServices.SiteRecovery.Models.CurrentScenarioDetails;;CPH1-VMCA01-P;/Subscriptions/67d97890-89f4-4294-9de2-81f74a631242/resourceGroups/scn-migration/providers/Microsoft.RecoveryServices/vaults/scn-backup-vault-1/replicationFabrics/ff7f11d5bd9fcde3e9698cd19b9818e5161754ade182d8fb1b5f47c3c451c05c/replicationProtectionContainers/cloud_a8b45afd-c510-41e0-a7f3-a55d3bb231cb/replicationProtectedItems/f142c2ed-88ee-11e8-9faa-000c29268070;17.07.2018 17:45;17.07.2018 17:22;f142c2ed-88ee-11e8-9faa-000c29268070;System.Collections.Generic.List`1[Microsoft.Azure.Commands.RecoveryServices.SiteRecovery.ASRVMNicDetails];Default;/Subscriptions/67d97890-89f4-4294-9de2-81f74a631242/resourceGroups/scn-migration/providers/Microsoft.RecoveryServices/vaults/scn-backup-vault-1/replicationPolicies/Default;SCN-ASR01-P;SCN-ASR01-P;/Subscriptions/67d97890-89f4-4294-9de2-81f74a631242/resourceGroups/scn-migration/providers/Microsoft.RecoveryServices/vaults/scn-backup-vault-1/replicationFabrics/ff7f11d5bd9fcde3e9698cd19b9818e5161754ade182d8fb1b5f47c3c451c05c/replicationProtectionContainers/cloud_a8b45afd-c510-41e0-a7f3-a55d3bb231cb/replicationProtectableItems/f142c2ed-88ee-11e8-9faa-000c29268070;;UnplannedFailoverCommitPendingStatesBegin;Failover completed;Microsoft.Azure.Commands.RecoveryServices.SiteRecovery.ASRInMageAzureV2SpecificRPIDetails;/subscriptions/67d97890-89f4-4294-9de2-81f74a631242/resourceGroups/scn-migration/providers/Microsoft.Storage/storageAccounts/amsscnmigration2;CPH1-VMCA01-P;Standard_F2s_v2;Microsoft Azure;Microsoft Azure;Microsoft Azure;/subscriptions/67d97890-89f4-4294-9de2-81f74a631242/resourceGroups/scn-migration;/Subscriptions/67d97890-89f4-4294-9de2-81f74a631242/resourceGroups/scn-migration/providers/Microsoft.RecoveryServices/vaults/scn-backup-vault-1/replicationFabrics/ff7f11d5bd9fcde3e9698cd19b9818e5161754ade182d8fb1b5f47c3c451c05c/replicationRecoveryServicesProviders/a8b45afd-c510-41e0-a7f3-a55d3bb231cb;Normal;System.Collections.Generic.List`1[Microsoft.Azure.Management.RecoveryServices.SiteRecovery.Models.ASRHealthError_2016_08_10];InMageAzureV2;/subscriptions/67d97890-89f4-4294-9de2-81f74a631242/resourceGroups/core-network/providers/Microsoft.Network/virtualNetworks/vnet-1;MarkedForDeletion;Cleaning up test environment;Microsoft.RecoveryServices/vaults/replicationFabrics/replicationProtectionContainers/replicationProtectedItems
scn-migration;scn-backup-vault-1;6799890-800-4294-9de2-8eee4a638472;HUB Production;Primary;System.Collections.Generic.List`1[System.String];Microsoft.Azure.Management.RecoveryServices.SiteRecovery.Models.CurrentScenarioDetails;;SCN-FILE03;/Subscriptions/67d97890-89f4-4294-9de2-81f74a631242/resourceGroups/scn-migration/providers/Microsoft.RecoveryServices/vaults/scn-backup-vault-1/replicationFabrics/ff7f11d5bd9fcde3e9698cd19b9818e5161754ade182d8fb1b5f47c3c451c05c/replicationProtectionContainers/cloud_a8b45afd-c510-41e0-a7f3-a55d3bb231cb/replicationProtectedItems/f156f243-88ee-11e8-9faa-000c29268070;;;f156f243-88ee-11e8-9faa-000c29268070;System.Collections.Generic.List`1[Microsoft.Azure.Commands.RecoveryServices.SiteRecovery.ASRVMNicDetails];Default;/Subscriptions/67d97890-89f4-4294-9de2-81f74a631242/resourceGroups/scn-migration/providers/Microsoft.RecoveryServices/vaults/scn-backup-vault-1/replicationPolicies/Default;SCN-ASR01-P;SCN-ASR01-P;/Subscriptions/67d97890-89f4-4294-9de2-81f74a631242/resourceGroups/scn-migration/providers/Microsoft.RecoveryServices/vaults/scn-backup-vault-1/replicationFabrics/ff7f11d5bd9fcde3e9698cd19b9818e5161754ade182d8fb1b5f47c3c451c05c/replicationProtectionContainers/cloud_a8b45afd-c510-41e0-a7f3-a55d3bb231cb/replicationProtectableItems/f156f243-88ee-11e8-9faa-000c29268070;;Protected;Protected;Microsoft.Azure.Commands.RecoveryServices.SiteRecovery.ASRInMageAzureV2SpecificRPIDetails;/subscriptions/67d97890-89f4-4294-9de2-81f74a631242/resourceGroups/scn-migration/providers/Microsoft.Storage/storageAccounts/amsscnmigration2;SCN-FILE03;Standard_D2_v3;Microsoft Azure;Microsoft Azure;Microsoft Azure;/subscriptions/67d97890-89f4-4294-9de2-81f74a631242/resourceGroups/scn-migration;/Subscriptions/67d97890-89f4-4294-9de2-81f74a631242/resourceGroups/scn-migration/providers/Microsoft.RecoveryServices/vaults/scn-backup-vault-1/replicationFabrics/ff7f11d5bd9fcde3e9698cd19b9818e5161754ade182d8fb1b5f47c3c451c05c/replicationRecoveryServicesProviders/a8b45afd-c510-41e0-a7f3-a55d3bb231cb;Normal;System.Collections.Generic.List`1[Microsoft.Azure.Management.RecoveryServices.SiteRecovery.Models.ASRHealthError_2016_08_10];InMageAzureV2;/subscriptions/67d97890-89f4-4294-9de2-81f74a631242/resourceGroups/core-network/providers/Microsoft.Network/virtualNetworks/vnet-1;None;None;Microsoft.RecoveryServices/vaults/replicationFabrics/replicationProtectionContainers/replicationProtectedItems
scn-migration;scn-backup-vault-1;6799890-800-4294-9de2-8eee4a638472;HUB Production;Recovery;System.Collections.Generic.List`1[System.String];Microsoft.Azure.Management.RecoveryServices.SiteRecovery.Models.CurrentScenarioDetails;;CPH1-VMRCA01-P;/Subscriptions/67d97890-89f4-4294-9de2-81f74a631242/resourceGroups/scn-migration/providers/Microsoft.RecoveryServices/vaults/scn-backup-vault-1/replicationFabrics/ff7f11d5bd9fcde3e9698cd19b9818e5161754ade182d8fb1b5f47c3c451c05c/replicationProtectionContainers/cloud_a8b45afd-c510-41e0-a7f3-a55d3bb231cb/replicationProtectedItems/f15a0cfb-88ee-11e8-9faa-000c29268070;17.07.2018 16:44;17.07.2018 16:14;f15a0cfb-88ee-11e8-9faa-000c29268070;System.Collections.Generic.List`1[Microsoft.Azure.Commands.RecoveryServices.SiteRecovery.ASRVMNicDetails];Default;/Subscriptions/67d97890-89f4-4294-9de2-81f74a631242/resourceGroups/scn-migration/providers/Microsoft.RecoveryServices/vaults/scn-backup-vault-1/replicationPolicies/Default;SCN-ASR01-P;SCN-ASR01-P;/Subscriptions/67d97890-89f4-4294-9de2-81f74a631242/resourceGroups/scn-migration/providers/Microsoft.RecoveryServices/vaults/scn-backup-vault-1/replicationFabrics/ff7f11d5bd9fcde3e9698cd19b9818e5161754ade182d8fb1b5f47c3c451c05c/replicationProtectionContainers/cloud_a8b45afd-c510-41e0-a7f3-a55d3bb231cb/replicationProtectableItems/f15a0cfb-88ee-11e8-9faa-000c29268070;;UnplannedFailoverCommitPendingStatesBegin;Failover completed;Microsoft.Azure.Commands.RecoveryServices.SiteRecovery.ASRInMageAzureV2SpecificRPIDetails;/subscriptions/67d97890-89f4-4294-9de2-81f74a631242/resourceGroups/scn-migration/providers/Microsoft.Storage/storageAccounts/amsscnmigration2;CPH1-VMRCA01-P;Standard_F2s_v2;Microsoft Azure;Microsoft Azure;Microsoft Azure;/subscriptions/67d97890-89f4-4294-9de2-81f74a631242/resourceGroups/scn-migration;/Subscriptions/67d97890-89f4-4294-9de2-81f74a631242/resourceGroups/scn-migration/providers/Microsoft.RecoveryServices/vaults/scn-backup-vault-1/replicationFabrics/ff7f11d5bd9fcde3e9698cd19b9818e5161754ade182d8fb1b5f47c3c451c05c/replicationRecoveryServicesProviders/a8b45afd-c510-41e0-a7f3-a55d3bb231cb;Normal;System.Collections.Generic.List`1[Microsoft.Azure.Management.RecoveryServices.SiteRecovery.Models.ASRHealthError_2016_08_10];InMageAzureV2;/subscriptions/67d97890-89f4-4294-9de2-81f74a631242/resourceGroups/core-network/providers/Microsoft.Network/virtualNetworks/vnet-1;MarkedForDeletion;Cleaning up test environment;Microsoft.RecoveryServices/vaults/replicationFabrics/replicationProtectionContainers/replicationProtectedItems
scn-migration;scn-backup-vault-1;6799890-800-4294-9de2-8eee4a638472;HUB Production;Primary;System.Collections.Generic.List`1[System.String];Microsoft.Azure.Management.RecoveryServices.SiteRecovery.Models.CurrentScenarioDetails;;SCN-E10-APP01-T;/Subscriptions/67d97890-89f4-4294-9de2-81f74a631242/resourceGroups/scn-migration/providers/Microsoft.RecoveryServices/vaults/scn-backup-vault-1/replicationFabrics/ff7f11d5bd9fcde3e9698cd19b9818e5161754ade182d8fb1b5f47c3c451c05c/replicationProtectionContainers/cloud_a8b45afd-c510-41e0-a7f3-a55d3bb231cb/replicationProtectedItems/f1664a8e-88ee-11e8-9faa-000c29268070;;;f1664a8e-88ee-11e8-9faa-000c29268070;System.Collections.Generic.List`1[Microsoft.Azure.Commands.RecoveryServices.SiteRecovery.ASRVMNicDetails];Default;/Subscriptions/67d97890-89f4-4294-9de2-81f74a631242/resourceGroups/scn-migration/providers/Microsoft.RecoveryServices/vaults/scn-backup-vault-1/replicationPolicies/Default;SCN-ASR01-P;SCN-ASR01-P;/Subscriptions/67d97890-89f4-4294-9de2-81f74a631242/resourceGroups/scn-migration/providers/Microsoft.RecoveryServices/vaults/scn-backup-vault-1/replicationFabrics/ff7f11d5bd9fcde3e9698cd19b9818e5161754ade182d8fb1b5f47c3c451c05c/replicationProtectionContainers/cloud_a8b45afd-c510-41e0-a7f3-a55d3bb231cb/replicationProtectableItems/f1664a8e-88ee-11e8-9faa-000c29268070;;Protected;Protected;Microsoft.Azure.Commands.RecoveryServices.SiteRecovery.ASRInMageAzureV2SpecificRPIDetails;/subscriptions/67d97890-89f4-4294-9de2-81f74a631242/resourceGroups/scn-migration/providers/Microsoft.Storage/storageAccounts/amsscnmigration3;SCN-E10-APP01-T;Standard_M8-2ms;Microsoft Azure;Microsoft Azure;Microsoft Azure;/subscriptions/67d97890-89f4-4294-9de2-81f74a631242/resourceGroups/scn-migration;/Subscriptions/67d97890-89f4-4294-9de2-81f74a631242/resourceGroups/scn-migration/providers/Microsoft.RecoveryServices/vaults/scn-backup-vault-1/replicationFabrics/ff7f11d5bd9fcde3e9698cd19b9818e5161754ade182d8fb1b5f47c3c451c05c/replicationRecoveryServicesProviders/a8b45afd-c510-41e0-a7f3-a55d3bb231cb;Normal;System.Collections.Generic.List`1[Microsoft.Azure.Management.RecoveryServices.SiteRecovery.Models.ASRHealthError_2016_08_10];InMageAzureV2;/subscriptions/67d97890-89f4-4294-9de2-81f74a631242/resourceGroups/core-network/providers/Microsoft.Network/virtualNetworks/vnet-1;None;None;Microsoft.RecoveryServices/vaults/replicationFabrics/replicationProtectionContainers/replicationProtectedItems
scn-migration;scn-backup-vault-1;6799890-800-4294-9de2-8eee4a638472;HUB Production;Primary;System.Collections.Generic.List`1[System.String];Microsoft.Azure.Management.RecoveryServices.SiteRecovery.Models.CurrentScenarioDetails;;SCN-PRO-WEB01-P;/Subscriptions/67d97890-89f4-4294-9de2-81f74a631242/resourceGroups/scn-migration/providers/Microsoft.RecoveryServices/vaults/scn-backup-vault-1/replicationFabrics/ff7f11d5bd9fcde3e9698cd19b9818e5161754ade182d8fb1b5f47c3c451c05c/replicationProtectionContainers/cloud_a8b45afd-c510-41e0-a7f3-a55d3bb231cb/replicationProtectedItems/f169303c-88ee-11e8-9faa-000c29268070;;;f169303c-88ee-11e8-9faa-000c29268070;System.Collections.Generic.List`1[Microsoft.Azure.Commands.RecoveryServices.SiteRecovery.ASRVMNicDetails];Default;/Subscriptions/67d97890-89f4-4294-9de2-81f74a631242/resourceGroups/scn-migration/providers/Microsoft.RecoveryServices/vaults/scn-backup-vault-1/replicationPolicies/Default;SCN-ASR01-P;SCN-ASR01-P;/Subscriptions/67d97890-89f4-4294-9de2-81f74a631242/resourceGroups/scn-migration/providers/Microsoft.RecoveryServices/vaults/scn-backup-vault-1/replicationFabrics/ff7f11d5bd9fcde3e9698cd19b9818e5161754ade182d8fb1b5f47c3c451c05c/replicationProtectionContainers/cloud_a8b45afd-c510-41e0-a7f3-a55d3bb231cb/replicationProtectableItems/f169303c-88ee-11e8-9faa-000c29268070;;Protected;Protected;Microsoft.Azure.Commands.RecoveryServices.SiteRecovery.ASRInMageAzureV2SpecificRPIDetails;/subscriptions/67d97890-89f4-4294-9de2-81f74a631242/resourceGroups/scn-migration/providers/Microsoft.Storage/storageAccounts/amsscnmigration2;SCN-PRO-WEB01-P;Standard_F2s_v2;Microsoft Azure;Microsoft Azure;Microsoft Azure;/subscriptions/67d97890-89f4-4294-9de2-81f74a631242/resourceGroups/scn-migration;/Subscriptions/67d97890-89f4-4294-9de2-81f74a631242/resourceGroups/scn-migration/providers/Microsoft.RecoveryServices/vaults/scn-backup-vault-1/replicationFabrics/ff7f11d5bd9fcde3e9698cd19b9818e5161754ade182d8fb1b5f47c3c451c05c/replicationRecoveryServicesProviders/a8b45afd-c510-41e0-a7f3-a55d3bb231cb;Normal;System.Collections.Generic.List`1[Microsoft.Azure.Management.RecoveryServices.SiteRecovery.Models.ASRHealthError_2016_08_10];InMageAzureV2;/subscriptions/67d97890-89f4-4294-9de2-81f74a631242/resourceGroups/core-network/providers/Microsoft.Network/virtualNetworks/vnet-1;None;None;Microsoft.RecoveryServices/vaults/replicationFabrics/replicationProtectionContainers/replicationProtectedItems
syd-bne-migration;syd-bne-backup-vault-1;6799890-800-4294-9de2-8eee4a638472;HUB Production;Recovery;System.Collections.Generic.List`1[System.String];Microsoft.Azure.Management.RecoveryServices.SiteRecovery.Models.CurrentScenarioDetails;;PER-EPDM01-T;/Subscriptions/67d97890-89f4-4294-9de2-81f74a631242/resourceGroups/syd-bne-migration/providers/Microsoft.RecoveryServices/vaults/syd-bne-backup-vault-1/replicationFabrics/e5cfd77a1f373e2f663077482e0585d3f1d841ea8965083995efe3cb31135c30/replicationProtectionContainers/cloud_1f1db944-55b1-48be-81d3-41ff123864cb/replicationProtectedItems/5f3eaacf-25dc-11e9-8684-000c2997b080;21.02.2019 07:30;12.02.2019 06:36;5f3eaacf-25dc-11e9-8684-000c2997b080;System.Collections.Generic.List`1[Microsoft.Azure.Commands.RecoveryServices.SiteRecovery.ASRVMNicDetails];AURemotereplicationsites;/Subscriptions/67d97890-89f4-4294-9de2-81f74a631242/resourceGroups/syd-bne-migration/providers/Microsoft.RecoveryServices/vaults/syd-bne-backup-vault-1/replicationPolicies/AURemotereplicationsites;PER-ASR01-T;PER-ASR01-T;/Subscriptions/67d97890-89f4-4294-9de2-81f74a631242/resourceGroups/syd-bne-migration/providers/Microsoft.RecoveryServices/vaults/syd-bne-backup-vault-1/replicationFabrics/e5cfd77a1f373e2f663077482e0585d3f1d841ea8965083995efe3cb31135c30/replicationProtectionContainers/cloud_1f1db944-55b1-48be-81d3-41ff123864cb/replicationProtectableItems/5f3eaacf-25dc-11e9-8684-000c2997b080;;UnplannedFailoverCommitPendingStatesBegin;Failover completed;Microsoft.Azure.Commands.RecoveryServices.SiteRecovery.ASRInMageAzureV2SpecificRPIDetails;/subscriptions/67d97890-89f4-4294-9de2-81f74a631242/resourceGroups/syd-bne-migration/providers/Microsoft.Storage/storageAccounts/sydauremotesites1;PER-EPDM01-T;Standard_F2s_v2;Microsoft Azure;Microsoft Azure;Microsoft Azure;/subscriptions/67d97890-89f4-4294-9de2-81f74a631242/resourceGroups/syd-bne-migration;/Subscriptions/67d97890-89f4-4294-9de2-81f74a631242/resourceGroups/syd-bne-migration/providers/Microsoft.RecoveryServices/vaults/syd-bne-backup-vault-1/replicationFabrics/e5cfd77a1f373e2f663077482e0585d3f1d841ea8965083995efe3cb31135c30/replicationRecoveryServicesProviders/1f1db944-55b1-48be-81d3-41ff123864cb;Normal;System.Collections.Generic.List`1[Microsoft.Azure.Management.RecoveryServices.SiteRecovery.Models.ASRHealthError_2016_08_10];InMageAzureV2;/subscriptions/67d97890-89f4-4294-9de2-81f74a631242/resourceGroups/syd-core-network/providers/Microsoft.Network/virtualNetworks/syd-vnet-1;MarkedForDeletion;Cleaning up test environment;Microsoft.RecoveryServices/vaults/replicationFabrics/replicationProtectionContainers/replicationProtectedItems
migration-p;migration-asr3-p;0000000-5e23-6666-ae4f-3d990afaeeb2;Production;Primary;System.Collections.Generic.List`1[System.String];Microsoft.Azure.Management.RecoveryServices.SiteRecovery.Models.CurrentScenarioDetails;;NAVDB01-P;/Subscriptions/00bb5d82-5e23-4972-ae4f-3d9b0afa73b2/resourceGroups/migration-p/providers/Microsoft.RecoveryServices/vaults/migration-asr3-p/replicationFabrics/07bcf732f40ccc34ff32c15cc1bb649a14217b9b12356f3ccc1c25d455ee363d/replicationProtectionContainers/cloud_535d7189-3dee-4b60-a215-95d30e69175c/replicationProtectedItems/81f8add1-286d-11e9-8938-005056a6de53;;;81f8add1-286d-11e9-8938-005056a6de53;System.Collections.Generic.List`1[Microsoft.Azure.Commands.RecoveryServices.SiteRecovery.ASRVMNicDetails];default;/Subscriptions/00bb5d82-5e23-4972-ae4f-3d9b0afa73b2/resourceGroups/migration-p/providers/Microsoft.RecoveryServices/vaults/migration-asr3-p/replicationPolicies/default;ASR03-P;ASR03-P;/Subscriptions/00bb5d82-5e23-4972-ae4f-3d9b0afa73b2/resourceGroups/migration-p/providers/Microsoft.RecoveryServices/vaults/migration-asr3-p/replicationFabrics/07bcf732f40ccc34ff32c15cc1bb649a14217b9b12356f3ccc1c25d455ee363d/replicationProtectionContainers/cloud_535d7189-3dee-4b60-a215-95d30e69175c/replicationProtectableItems/81f8add1-286d-11e9-8938-005056a6de53;;Protected;Protected;Microsoft.Azure.Commands.RecoveryServices.SiteRecovery.ASRInMageAzureV2SpecificRPIDetails;/subscriptions/00bb5d82-5e23-4972-ae4f-3d9b0afa73b2/resourceGroups/migration-p/providers/Microsoft.Storage/storageAccounts/amscph2asr03p01;NAVDB01-P;Standard_D2_v3;Microsoft Azure;Microsoft Azure;Microsoft Azure;/subscriptions/00bb5d82-5e23-4972-ae4f-3d9b0afa73b2/resourceGroups/migration-p;/Subscriptions/00bb5d82-5e23-4972-ae4f-3d9b0afa73b2/resourceGroups/migration-p/providers/Microsoft.RecoveryServices/vaults/migration-asr3-p/replicationFabrics/07bcf732f40ccc34ff32c15cc1bb649a14217b9b12356f3ccc1c25d455ee363d/replicationRecoveryServicesProviders/535d7189-3dee-4b60-a215-95d30e69175c;Warning;System.Collections.Generic.List`1[Microsoft.Azure.Management.RecoveryServices.SiteRecovery.Models.ASRHealthError_2016_08_10];InMageAzureV2;/subscriptions/00bb5d82-5e23-4972-ae4f-3d9b0afa73b2/resourceGroups/core-network-p/providers/Microsoft.Network/virtualNetworks/spoke-1-vnet-p;None;None;Microsoft.RecoveryServices/vaults/replicationFabrics/replicationProtectionContainers/replicationProtectedItems
migration-p;migration-asr3-p;0000000-5e23-6666-ae4f-3d990afaeeb2;Production;Primary;System.Collections.Generic.List`1[System.String];Microsoft.Azure.Management.RecoveryServices.SiteRecovery.Models.CurrentScenarioDetails;;CDG-SAGE02-P;/Subscriptions/00bb5d82-5e23-4972-ae4f-3d9b0afa73b2/resourceGroups/migration-p/providers/Microsoft.RecoveryServices/vaults/migration-asr3-p/replicationFabrics/07bcf732f40ccc34ff32c15cc1bb649a14217b9b12356f3ccc1c25d455ee363d/replicationProtectionContainers/cloud_535d7189-3dee-4b60-a215-95d30e69175c/replicationProtectedItems/822b7dfe-286d-11e9-8938-005056a6de53;;;822b7dfe-286d-11e9-8938-005056a6de53;System.Collections.Generic.List`1[Microsoft.Azure.Commands.RecoveryServices.SiteRecovery.ASRVMNicDetails];default;/Subscriptions/00bb5d82-5e23-4972-ae4f-3d9b0afa73b2/resourceGroups/migration-p/providers/Microsoft.RecoveryServices/vaults/migration-asr3-p/replicationPolicies/default;ASR03-P;ASR03-P;/Subscriptions/00bb5d82-5e23-4972-ae4f-3d9b0afa73b2/resourceGroups/migration-p/providers/Microsoft.RecoveryServices/vaults/migration-asr3-p/replicationFabrics/07bcf732f40ccc34ff32c15cc1bb649a14217b9b12356f3ccc1c25d455ee363d/replicationProtectionContainers/cloud_535d7189-3dee-4b60-a215-95d30e69175c/replicationProtectableItems/822b7dfe-286d-11e9-8938-005056a6de53;;Protected;Protected;Microsoft.Azure.Commands.RecoveryServices.SiteRecovery.ASRInMageAzureV2SpecificRPIDetails;/subscriptions/00bb5d82-5e23-4972-ae4f-3d9b0afa73b2/resourceGroups/migration-p/providers/Microsoft.Storage/storageAccounts/amscph2asr03p01;CDG-SAGE02-P;Standard_D2_v3;Microsoft Azure;Microsoft Azure;Microsoft Azure;/subscriptions/00bb5d82-5e23-4972-ae4f-3d9b0afa73b2/resourceGroups/migration-p;/Subscriptions/00bb5d82-5e23-4972-ae4f-3d9b0afa73b2/resourceGroups/migration-p/providers/Microsoft.RecoveryServices/vaults/migration-asr3-p/replicationFabrics/07bcf732f40ccc34ff32c15cc1bb649a14217b9b12356f3ccc1c25d455ee363d/replicationRecoveryServicesProviders/535d7189-3dee-4b60-a215-95d30e69175c;Warning;System.Collections.Generic.List`1[Microsoft.Azure.Management.RecoveryServices.SiteRecovery.Models.ASRHealthError_2016_08_10];InMageAzureV2;/subscriptions/00bb5d82-5e23-4972-ae4f-3d9b0afa73b2/resourceGroups/core-network-p/providers/Microsoft.Network/virtualNetworks/spoke-1-vnet-p;None;None;Microsoft.RecoveryServices/vaults/replicationFabrics/replicationProtectionContainers/replicationProtectedItems
